{'LogType': 'Latency', 'Which': 's', 'AlgoTime': '11', 'TimeType': 'ms', 'Detail': 'Before_recv_cb'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417750', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417758', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417758', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417761', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417761', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417762', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417763', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417783', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417783', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417783', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417796', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417796', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417798', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417798', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417799', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417800', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417826', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417826', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417826', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417836', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417837', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417839', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417839', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417840', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417840', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417846', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417846', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417846', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417878', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417878', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417880', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417880', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417881', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417881', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417884', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417911', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417911', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417911', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417917', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417917', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417919', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417919', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417920', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417920', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417944', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417944', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417944', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417957', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417958', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417961', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417961', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417962', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417962', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417987', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417987', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417987', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417996', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417996', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198417999', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198417999', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418000', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418001', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418018', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418018', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418018', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418036', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418037', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418040', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418040', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418041', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418041', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418050', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418050', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418050', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418074', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418074', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418076', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418076', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418077', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418077', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418091', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418091', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418092', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418114', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418115', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418117', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418117', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418118', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418118', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418120', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418155', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418156', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418157', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418157', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418157', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418158', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418158', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418159', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418159', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418178', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418178', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418178', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418197', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418197', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418199', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418199', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418200', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418200', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418221', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418221', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418221', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418237', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418237', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418239', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418239', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418240', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418241', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418253', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418253', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418253', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418278', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418278', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418279', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418279', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418280', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418280', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418282', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418308', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418308', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418309', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418315', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418315', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418317', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418317', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418318', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418318', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418341', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418341', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418341', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418357', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418357', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418359', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418359', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418360', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418360', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418384', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418384', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418384', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418398', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418398', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418400', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418400', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418401', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418401', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418415', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418415', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418416', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418436', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418437', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418439', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418439', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418440', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418441', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418448', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418448', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418448', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418478', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418478', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418480', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418480', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418481', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418481', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418481', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418482', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418482', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418515', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418515', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418517', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418517', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418518', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418519', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418519', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418546', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418546', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418546', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418556', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418557', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418559', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418559', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418560', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418560', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418577', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418577', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418577', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418597', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418598', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418600', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418600', 'TimeType': 'ms', 'Detail': '6'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418600', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418600', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418621', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418621', 'TimeType': 'ms', 'Detail': '7'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418622', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418637', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418637', 'TimeType': 'ms', 'Detail': '3'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198418640', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198418640', 'TimeType': 'ms', 'Detail': '6'}
